,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,LATITUDE,LONGITUDE,TRAUMA
4665,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,"1 ELIZABETH PLACE, E3, SUITE A",DAYTON,OH,45417,(937) 234-0103,PSYCHIATRIC,OPEN,39.74773987,-84.19939762,NOT AVAILABLE
4666,DUBLIN SPRINGS,7625 HOSPITAL DRIVE,DUBLIN,OH,43016,(614) 717-1800,PSYCHIATRIC,OPEN,40.1038159400001,-83.17097166,NOT AVAILABLE
4667,KING'S DAUGHTERS MEDICAL CENTER - OHIO,1901 ARGONNE ROAD,PORTSMOUTH,OH,45662,(740) 991-0081,GENERAL ACUTE CARE,OPEN,38.74825796,-82.9926291799999,NOT AVAILABLE
4668,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,23333 HARVARD ROAD,BEACHWOOD,OH,44122,(216) 593-2200,REHABILITATION,OPEN,41.45191972,-81.5101741299999,NOT AVAILABLE
4669,"BECKETT SPRINGS, LLC",8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,(513) 942-9500,PSYCHIATRIC,OPEN,39.3434497100001,-84.45528121,NOT AVAILABLE
4670,"OHRH, LLC","1087 DENNISON AVENUE, 4TH FLOOR",COLUMBUS,OH,43201,(614) 484-9600,REHABILITATION,OPEN,39.9839275900001,-83.00888947,NOT AVAILABLE
4671,"REGENCY HOSPITAL OF COLUMBUS, LLC","181 TAYLOR AVENUE, 6TH FLOOR",COLUMBUS,OH,45203,(717) 972-1100,SPECIAL,OPEN,39.9707913300001,-82.96286372,NOT AVAILABLE
4672,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN,"8401 MARKET STREET, 7TH FLOOR",BOARDMAN,OH,44512,(330) 729-1753,SPECIAL,OPEN,40.9943139100001,-80.6596952799999,NOT AVAILABLE
4673,"GENERATIONS BEHAVIORAL HEALTH - GENEVA, LLC",60 WEST STREET,GENEVA,OH,44041,(440) 491-0155,PSYCHIATRIC,OPEN,41.79838347,-80.9639097199999,NOT AVAILABLE
4674,HIGHLAND SPRINGS HOSPITAL,4199 MILL POND DRIVE,HIGHLAND HILLS,OH,44122,(216) 302-3070,PSYCHIATRIC,OPEN,41.45039094,-81.52228096,NOT AVAILABLE
4675,SOJOURN AT SENECA,50 ST LAWRENCE DRIVE,TIFFIN,OH,44883,(952) 983-4245,PSYCHIATRIC,OPEN,41.10380837,-83.21644573,NOT AVAILABLE
4676,"CLEVELAND CLINIC REHABILITATION HOSPITALS, LLC",33355 HEALTH CAMPUS BOULEVARD,AVON,OH,44011,(440) 937-9099,REHABILITATION,OPEN,41.4731324800001,-81.9858162899999,NOT AVAILABLE
4677,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD,AVON,OH,44011,(440) 695-7100,REHABILITATION,OPEN,41.46804002,-82.04404217,NOT AVAILABLE
4678,ENCOMPASS HLTH. REHAB. HSPTL. OF CIN. AT NORWOOD,4953 SECTION AVENUE,CINCINNATI,OH,45212,(513) 712-9200,REHABILITATION,OPEN,39.16715385,-84.46061678,NOT AVAILABLE
4679,KETTERING BEHAVIORAL MEDICINE CENTER,5350 LAMME ROAD,DAYTON,OH,45439,(937) 534-4600,PSYCHIATRIC,OPEN,39.6753956800001,-84.2110107299999,NOT AVAILABLE
4680,LAKE HEALTH CONTINUING CARE CAMPUS,10977 CAPITAL PARKWAY,CONCORD,OH,44077,(440) 375-8700,GENERAL ACUTE CARE,OPEN,41.6587491000001,-81.24743764,NOT AVAILABLE
4681,"ASSURANCE HEALTH CINCINNATI, LLC",11690 GROOMS RD,CINCINNATI,OH,45242,(513) 469-7800,PSYCHIATRIC,OPEN,39.28193975,-84.3674257599999,NOT AVAILABLE
4682,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVE,CINCINNATI,OH,45213,(513) 489-7100,PSYCHIATRIC,OPEN,39.1731758400001,-84.42999521,NOT AVAILABLE
4683,REHABILITATION HOSPITAL OF NORTHWEST OHIO,1455 WEST MEDICAL LOOP,TOLEDO,OH,43614,(419) 214-6600,REHABILITATION,OPEN,41.6148161400001,-83.6197172399999,NOT AVAILABLE
4684,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,(216) 308-7684,GENERAL ACUTE CARE,OPEN,41.4689065600001,-81.9817664399999,NOT AVAILABLE
4685,AVITA ONTARIO HOSPITAL,715 RICHLAND MALL,ONTARIO,OH,44906,(567) 307-7666,GENERAL ACUTE CARE,OPEN,40.77148336,-82.59360241,NOT AVAILABLE
4686,WINDSOR - LAURELWOOD CENTER FOR BEHAVIORAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,(440) 953-3000,PSYCHIATRIC,OPEN,41.62474287,-81.4335622199999,NOT AVAILABLE
4687,ARROWHEAD BEHAVORIAL HEALTH,1725 TIMBERLINE ROAD,MAUMEE,OH,43537,(419) 891-9333,PSYCHIATRIC,OPEN,41.5897573,-83.6892456699999,NOT AVAILABLE
4688,BELMONT PINES HOSPITAL,615 CHURCHILL-HUBBARD ROAD,YOUNGSTOWN,OH,44505,(330) 759-2700,PSYCHIATRIC,OPEN,41.1613102100001,-80.65564391,NOT AVAILABLE
4689,MOUNT CARMEL ST. ANN'S,500 S CLEVELAND AVENUE,WESTERVILLE,OH,43081,(380) 898-4000,GENERAL ACUTE CARE,OPEN,40.1148098300001,-82.9467049099999,NOT AVAILABLE
4690,SHRINERS CHILDREN'S OHIO,"1 CHILDREN'S PLAZA, 2 WEST",DAYTON,OH,45404,(513) 872-6317,CHILDREN,OPEN,39.7742732,-84.1683492,NOT AVAILABLE
4691,GLENBEIGH,2863 ST RT 45,ROCK CREEK,OH,44084,(440) 563-3400,REHABILITATION,OPEN,41.67264815,-80.85929035,NOT AVAILABLE
4692,THE WOODS AT PARKSIDE,349 OLDE RIDENOUR ROAD,COLUMBUS,OH,43230,(614) 471-2552,REHABILITATION,OPEN,40.0271483000001,-82.8818534,NOT AVAILABLE
4693,SHEPHERD HILL HOSPITAL,200 MESSIMER DRIVE,NEWARK,OH,43055,(220) 564-4100,PSYCHIATRIC,OPEN,40.04107272,-82.4536750999999,NOT AVAILABLE
4694,THE OSU ARTHUR G. JAMES CANCER HOSPITAL AND RICHARD J SOLOVE RESEARCH INSTITUTE,460 W 10TH AVE,COLUMBUS,OH,43210,(614) 293-3121,CHRONIC DISEASE,OPEN,39.9946563,-83.0191692,NOT AVAILABLE
4695,"TRIHEALTH REHABILITATION HOSPITAL, LLC",2155 DANA AVENUE,CINCINNATI,OH,45207,(513) 601-0333,REHABILITATION,OPEN,39.1447047500001,-84.45916534,NOT AVAILABLE
4696,MOUNT CARMEL REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,597 EXECUTIVE CAMPUS DRIVE,WESTERVILLE,OH,43082,(614) 392-3400,REHABILITATION,OPEN,40.1446557400001,-82.94852744,NOT AVAILABLE
4697,COLUMBUS SPRINGS EAST,2085 CITYGATE DR,COLUMBUS,OH,43219,(614) 300-9100,PSYCHIATRIC,OPEN,40.01263491,-82.91422453,NOT AVAILABLE
4698,COLUMBUS BEHAVIORAL HEALTH,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,(614) 706-2786,PSYCHIATRIC,OPEN,40.08914156,-82.99351118,NOT AVAILABLE
4699,"ASSURANCE HEALTH CINCINNATI, LLC",610 W MAIN STREET,WILMINGTON,OH,45177,(317) 870-1396,PSYCHIATRIC,OPEN,39.44433116,-83.83995139,NOT AVAILABLE
4700,CLEVELAND CLINIC REHABILITATION HOSPITALS - EDWIN S,4389 MEDINA ROAD,AKRON,OH,44321,(234) 815-5190,REHABILITATION,OPEN,41.136712,-81.662342,NOT AVAILABLE
4701,CLEVELAND CLINIC REHABILITATION HOSPITAL - BEACHWOOD,3025 SCIENCE PARK DRIVE,BEACHWOOD,OH,44122,(216) 455-6400,REHABILITATION,OPEN,41.47274393,-81.49197479,NOT AVAILABLE
4702,METROHEALTH CLEVELAND HEIGHTS HOSPITAL,10 SEVERANCE CIRCLE,CLEVELAND HEIGHTS,OH,44118,(216) 778-7800,GENERAL ACUTE CARE,OPEN,41.51389851,-81.55087181,"LEVEL I ADULT, LEVEL II PEDIATRIC"
4703,METROHEALTH PARMA HOSPITAL,12301 SNOW ROAD,PARMA,OH,44130,(216) 778-7800,GENERAL ACUTE CARE,OPEN,41.4041253300001,-81.7744459099999,LEVEL III
4704,THE CHRIST HOSPITAL MEDICAL CENTER LIBERTY TOWNSHIP,6939 COX ROAD,LIBERTY TOWNSHIP,OH,45069,(513) 585-1139,SPECIAL,OPEN,39.3748180000001,-84.362967,NOT AVAILABLE
4705,"GENERATIONS BEHAVIORAL HEALTH - YOUNGSTOWN, LLC",196 COLONIAL DRIVE,YOUNGSTOWN,OH,44505,(234) 232-7478,PSYCHIATRIC,OPEN,41.1381674200001,-80.6631655799999,NOT AVAILABLE
4706,MERCY HEALTH PERRYSBURG HOSPITAL,12623 ECKEL JUNCTION ROAD,PERRYSBURG,OH,43551,(419) 251-1849,GENERAL ACUTE CARE,OPEN,41.53487757,-83.63741583,NOT AVAILABLE
4707,MIAMI VALLEY HOSPITAL NORTH,9000 NORTH MAIN STREET,DAYTON,OH,45415,(937) 208-8000,GENERAL ACUTE CARE,OPEN,39.8548621800001,-84.2722752299999,NOT AVAILABLE
4708,GROVE CITY METHODIST HOSPITAL,1375 STRINGTOWN ROAD,GROVE CITY,OH,43123,(614) 566-9000,GENERAL ACUTE CARE,OPEN,39.87611818,-83.0332954799999,NOT AVAILABLE
4709,MOUNT CARMEL BEHAVIORAL HEALTHCARE LLC,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,(614) 852-4680,PSYCHIATRIC,OPEN,39.93574786,-82.87038047,NOT AVAILABLE
4710,LAKE HEALTH BEACHWOOD MEDICAL CENTER,25501 CHAGRIN BLVD,BEACHWOOD,OH,44122,(440) 375-8700,GENERAL ACUTE CARE,OPEN,41.4649708100001,-81.49900675,NOT AVAILABLE
4711,UNIVERSITY OF CINCINNATI MEDICAL CENTER LLC,3200 BURNET AVENUE,CINCINNATI,OH,45229,(513) 585-8873,GENERAL ACUTE CARE,OPEN,39.1369998000001,-84.4993585999999,NOT AVAILABLE
4712,KETTERING HEALTH NETWORK TROY HOSPITAL,600 WEST MAIN STREET,TROY,OH,45373,(937) 980-7000,GENERAL ACUTE CARE,OPEN,40.04323221,-84.20968643,NOT AVAILABLE
4713,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,GEORGETOWN,OH,45121,(813) 559-9870,PSYCHIATRIC,OPEN,38.8584250500001,-83.89689235,NOT AVAILABLE
4714,SUNRISE VISTA HEALTH AND WELLNESS,1223 MARKET AVE NORTH,CANTON,OH,44714,(234) 999-4900,PSYCHIATRIC,OPEN,39.93556583,-82.94323078,NOT AVAILABLE
4715,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TOLEDO,4647 MONROE STREET,TOLEDO,OH,43623,(567) 290-3500,REHABILITATION,OPEN,41.68921384,-83.62575953,NOT AVAILABLE
4716,"ASSURANCE HEALTH TOLEDO, LLC",4040 KING RD,SYLVANIA,OH,43560,(219) 510-3776,PSYCHIATRIC,OPEN,41.6897486500001,-83.7220642999999,NOT AVAILABLE
4717,GLENWOOD BEHAVIORAL HEALTH HOSPITAL,2446 KIPLING AVENUE,CINCINNATI,OH,45239,(513) 866-2220,PSYCHIATRIC,OPEN,39.20430774,-84.57163994,NOT AVAILABLE
4718,BLUESTONE CHILD AND ADOLESCENT PSYCHIATRIC HOSPITAL,2575 SOUTH BELVOIR BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,(216) 320-8375,PSYCHIATRIC,OPEN,41.6213750900001,-83.59947972,NOT AVAILABLE
4719,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,(580) 323-2363,GENERAL ACUTE CARE,OPEN,35.514908285,-98.997966928,LEVEL IV
4720,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74701,(580) 924-3080,GENERAL ACUTE CARE,OPEN,34.0071519200001,-96.39342792,LEVEL III
4721,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,74601,(580) 765-3301,GENERAL ACUTE CARE,OPEN,36.72465909,-97.06835684,LEVEL IV
4722,ALLIANCEHEALTH SEMINOLE,2401 WRANGLER BOULEVARD,SEMINOLE,OK,74868,(405) 303-4000,GENERAL ACUTE CARE,OPEN,35.2449749900001,-96.69840924,LEVEL IV
4723,ALLIANCEHEALTH WOODWARD,900 17TH STREET,WOODWARD,OK,73801,(580) 254-8492,GENERAL ACUTE CARE,OPEN,36.4373979100001,-99.40033722,LEVEL IV
4724,ASCENSION ST. JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74102,(918) 994-8100,GENERAL ACUTE CARE,OPEN,36.0783293100001,-95.8007592499999,LEVEL IV
4725,ASCENSION ST. JOHN JANE PHILLIPS,3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,74006,(918) 333-7200,GENERAL ACUTE CARE,OPEN,36.7519936300001,-95.9386672799999,LEVEL III
4726,ASCENSION ST. JOHN MEDICAL CENTER,1923 S UTICA AVE,TULSA,OK,74104,(918) 744-3606,GENERAL ACUTE CARE,OPEN,36.13420009,-95.9642196899999,LEVEL II
4727,ASCENSION ST. JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,OK,74055,(918) 274-5100,GENERAL ACUTE CARE,OPEN,36.2991733000001,-95.83552966,LEVEL IV
4728,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,(918) 376-8500,GENERAL ACUTE CARE,OPEN,36.30480757,-95.8527498299999,LEVEL IV
4729,CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,3029 WEST MAIN STREET,JENKS,OK,74037,(918) 701-2300,GENERAL ACUTE CARE,OPEN,36.0261008000001,-96.0098671,NOT AVAILABLE
4730,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,HUGO,OK,74743,(580) 317-9500,GENERAL ACUTE CARE,OPEN,34.0123721000001,-95.4966500899999,LEVEL IV
4731,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BOULEVARD,LAWTON,OK,73505,(580) 585-5511,GENERAL ACUTE CARE,OPEN,34.6097854400001,-98.43426071,LEVEL III
4732,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,(405) 602-8100,GENERAL ACUTE CARE,OPEN,35.3759109100001,-97.57053353,LEVEL IV
4733,CORNERSTONE SPECIALTY HOSPITALS MUSKOGEE,351 SOUTH 40TH STREET,MUSKOGEE,OK,74401,(918) 682-6161,GENERAL ACUTE CARE,OPEN,35.75192223,-95.41215319,NOT AVAILABLE
4734,CORNERSTONE SPECIALTY HOSPITALS SHAWNEE,"1900 GORDON COOPER DRIVE, 2ND FLOOR",SHAWNEE,OK,74801,(405) 395-5800,GENERAL ACUTE CARE,OPEN,35.2972616100001,-96.92709569,NOT AVAILABLE
4735,CURAHEALTH OKLAHOMA CITY,1407 NORTH ROBINSON AVENUE,OKLAHOMA CITY,OK,73103,(405) 232-8000,GENERAL ACUTE CARE,OPEN,35.4828059600001,-97.5162731299999,NOT AVAILABLE
4736,"DUNCAN REGIONAL HOSPITAL, INC",1407 NORTH WHISENANT DRIVE,DUNCAN,OK,73534,(580) 252-5300,GENERAL ACUTE CARE,OPEN,34.5203175300001,-97.975948,LEVEL III
4737,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,(580) 726-3324,GENERAL ACUTE CARE,OPEN,35.0377761300001,-99.09860687,LEVEL IV
4738,GRADY MEMORIAL HOSPITAL AUTHORITY,2220 IOWA AVENUE,CHICKASHA,OK,73018,(405) 224-2300,GENERAL ACUTE CARE,OPEN,35.0480341700001,-97.9617328799999,LEVEL III
4739,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST THIRD STREET,ELK CITY,OK,73644,(580) 225-2511,GENERAL ACUTE CARE,OPEN,35.4139830600001,-99.4262510199999,LEVEL IV
4740,HILLCREST HOSPITAL CLAREMORE,1202 NORTH MUSKOGEE PLACE,CLAREMORE,OK,74017,(918) 341-2556,GENERAL ACUTE CARE,OPEN,36.3226445400001,-95.60467518,LEVEL IV
4741,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,CUSHING,OK,74023,(918) 225-8152,GENERAL ACUTE CARE,OPEN,35.9787427640001,-96.756692194,LEVEL IV
4742,HILLCREST HOSPITAL HENRYETTA,2401 WEST MAIN,HENRYETTA,OK,74437,(918) 615-1100,GENERAL ACUTE CARE,OPEN,35.43809543,-96.01566189,LEVEL IV
4743,HILLCREST HOSPITAL PRYOR,111 NORTH BAILEY STREET,PRYOR,OK,74361,(918) 824-7791,GENERAL ACUTE CARE,OPEN,36.30828875,-95.30479667,NOT AVAILABLE
4744,HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,TULSA,OK,74133,(918) 294-4000,GENERAL ACUTE CARE,OPEN,36.0353155,-95.86355986,LEVEL III
4745,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,TULSA,OK,74104,(918) 579-1000,GENERAL ACUTE CARE,OPEN,36.1471611800001,-95.96851083,LEVEL III
4746,INSPIRE SPECIALTY HOSPITAL,8210 NATIONAL AVENUE,MIDWEST CITY,OK,73110,(405) 739-0800,LONG TERM CARE,OPEN,35.4669302900001,-97.38682921,NOT AVAILABLE
4747,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,(405) 951-8110,GENERAL ACUTE CARE,OPEN,35.5293791400001,-97.57613488,LEVEL III
4748,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,ENID,OK,73702,(580) 233-2300,GENERAL ACUTE CARE,OPEN,36.39016529,-97.88742558,LEVEL III
4749,INTEGRIS CANADIAN VALLEY HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,73099,(405) 717-6800,GENERAL ACUTE CARE,OPEN,35.4851135100001,-97.76315476,LEVEL III
4750,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,OKLAHOMA CITY,OK,73162,(405) 550-3280,GENERAL ACUTE CARE,OPEN,35.5653380700001,-97.65691114,NOT AVAILABLE
4751,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,(918) 786-2243,GENERAL ACUTE CARE,OPEN,36.58128735,-94.75857669,LEVEL IV
4752,"INTEGRIS HEALTH EDMOND, INC",4801 INTEGRIS PARKWAY,EDMOND,OK,73034,(405) 657-3000,GENERAL ACUTE CARE,OPEN,35.64463527,-97.41836003,LEVEL III
4753,INTEGRIS MIAMI HOSPITAL,200 2ND AVENUE SOUTHWEST,MIAMI,OK,74354,(918) 542-6611,GENERAL ACUTE CARE,OPEN,36.8726704700001,-94.88017941,LEVEL IV
4754,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN,ALTUS,OK,73521,(580) 482-4781,GENERAL ACUTE CARE,OPEN,34.63523975,-99.31803877,LEVEL IV
4755,LAKESIDE WOMEN'S HOSPITAL - A MEMBER OF INTEGRIS HEALTH,11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73120,(405) 936-1500,GENERAL ACUTE CARE,OPEN,35.58394229,-97.58361293,NOT AVAILABLE
4756,LINDSAY MUNICIPAL HOSPITAL,"1305 WEST CHEROKEE STREET, HWY 19W",LINDSAY,OK,73052,(405) 756-1404,GENERAL ACUTE CARE,OPEN,34.8389967800001,-97.62624442,LEVEL IV
4757,MCALESTER REGIONAL HEALTH CENTER,1 CLARK BASS BOULEVARD,MCALESTER,OK,74501,(918) 426-1800,GENERAL ACUTE CARE,OPEN,34.9368735960001,-95.7508060709999,LEVEL III
4758,MCBRIDE ORTHOPEDIC HOSPITAL,9600 N BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,(405) 486-2100,SPECIAL,OPEN,35.5682304900001,-97.5117557299999,LEVEL IV
4759,MEMORIAL HOSPITAL,1401 WEST LOCUST STREET,STILWELL,OK,74960,(918) 696-3101,GENERAL ACUTE CARE,OPEN,35.8093223600001,-94.64315334,LEVEL IV
4760,MERCY HOSPITAL ADA,430 NORTH MONTA VISTA,ADA,OK,74820,(580) 332-2323,GENERAL ACUTE CARE,OPEN,34.7785806970001,-96.6334533039999,LEVEL III
4761,"MERCY HOSPITAL ARDMORE, INC",1011 14TH AVENUE NW,ARDMORE,OK,73401,(580) 223-5400,GENERAL ACUTE CARE,OPEN,34.188955783,-97.140394548,LEVEL III
4762,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,(405) 752-3754,GENERAL ACUTE CARE,OPEN,35.60684889,-97.6004381499999,NOT AVAILABLE
4763,MUSCOGEE - CREEK - NATION LONG TERM ACUTE CARE HOSPITAL,900 EAST AIRPORT ROAD,OKMULGEE,OK,74447,(918) 756-9211,LONG TERM CARE,OPEN,35.6672825100001,-95.96034371,NOT AVAILABLE
4764,MUSCOGEE - CREEK - NATION MEDICAL CENTER,1401 MORRIS DRIVE,OKMULGEE,OK,74447,(918) 756-4233,GENERAL ACUTE CARE,OPEN,35.61118802,-95.952485,LEVEL IV
4765,NORMAN REGIONAL,901 N PORTER,NORMAN,OK,73071,(405) 307-1000,GENERAL ACUTE CARE,OPEN,35.230061275,-97.439652883,NOT AVAILABLE
4766,NORTHEASTERN HEALTH SYSTEM,1400 E DOWNING ST,TAHLEQUAH,OK,74464,(918) 453-2373,GENERAL ACUTE CARE,OPEN,35.913996685,-94.95043213,NOT AVAILABLE
4767,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OKLAHOMA CITY,OK,73120,(405) 848-1918,SPECIAL,OPEN,35.56409354,-97.56672459,NOT AVAILABLE
4768,OKC - AMG SPECIALTY HOSPITAL,"4300 WEST MEMORIAL RD, 2ND FLOOR",OKLAHOMA CITY,OK,73120,(405) 936-5822,GENERAL ACUTE CARE,OPEN,35.60677594,-97.59942789,LEVEL III
4769,"OKLAHOMA CENTER FOR ORTHOPAEDIC AND MULTI - SPECIALTY SURGERY, LLC",8100 SOUTH WALKER BUILDING C,OKLAHOMA CITY,OK,73139,(405) 602-6500,GENERAL ACUTE CARE,OPEN,35.38522663,-97.5189761,NOT AVAILABLE
4770,OKLAHOMA ER AND HOSPITAL,15103 N PENNSYLVANIA AVE,EDMOND,OK,73013,(713) 660-0557,GENERAL ACUTE CARE,OPEN,35.62421024,-97.55015379,NOT AVAILABLE
4771,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",5200 EAST I-240 SERVICE ROAD,OKLAHOMA CITY,OK,73135,(405) 628-6000,GENERAL ACUTE CARE,OPEN,35.38968219,-97.4271076699999,NOT AVAILABLE
4772,"OKLAHOMA HEART HOSPITAL, LLC",4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,(405) 608-3300,SPECIAL,OPEN,35.6079672600001,-97.5970536299999,LEVEL IV
4773,OKLAHOMA SPINE HOSPITAL,14101 PARKWAY COMMONS DRIVE,OKLAHOMA CITY,OK,73134,(405) 749-2700,SPECIAL,OPEN,35.61450132,-97.5833,NOT AVAILABLE
4774,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OK,74127,(918) 599-1000,GENERAL ACUTE CARE,OPEN,36.1467053900001,-95.9998439299999,LEVEL III
4775,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",TULSA,OK,74137,(918) 477-5000,GENERAL ACUTE CARE,OPEN,36.0433817000001,-95.95353568,NOT AVAILABLE
4776,ONECORE HEALTH,"1044 SOUTHWEST 44TH, SUITE 350",OKLAHOMA CITY,OK,73109,(405) 631-3085,GENERAL ACUTE CARE,OPEN,35.42037463,-97.53425265,NOT AVAILABLE
4777,OU HEALTH UNIVERSITY OF OKLAHOMA MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,(405) 271-5911,GENERAL ACUTE CARE,OPEN,35.4807795200001,-97.5015587999999,LEVEL I
4778,PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,TULSA,OK,74145,(918) 663-8183,LONG TERM CARE,OPEN,36.11481974,-95.89049311,NOT AVAILABLE
4779,PAULS VALLEY HOSPITAL,100 VALLEY DRIVE,PAULS VALLEY,OK,73075,(405) 238-3308,GENERAL ACUTE CARE,OPEN,34.71940441,-97.2147886399999,LEVEL IV
4780,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,PURCELL,OK,73080,(405) 527-6524,GENERAL ACUTE CARE,OPEN,35.02860056,-97.3646217,LEVEL IV
4781,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL AUTHORITY,510 EAST MAIN STREET,ANTLERS,OK,74523,(580) 298-3341,GENERAL ACUTE CARE,OPEN,34.2312322700001,-95.61473884,LEVEL IV
4782,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,(918) 682-5501,GENERAL ACUTE CARE,OPEN,35.7524047410001,-95.406094332,LEVEL III
4783,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,(918) 307-6010,GENERAL ACUTE CARE,OPEN,36.0335822500001,-95.8573201,LEVEL III
4784,SAINT FRANCIS HOSPITAL VINITA,735 NORTH FOREMAN,VINITA,OK,74301,(918) 256-7551,GENERAL ACUTE CARE,OPEN,36.6534086,-95.15629396,LEVEL IV
4785,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE AVENUE,TULSA,OK,74136,(918) 494-2200,GENERAL ACUTE CARE,OPEN,36.07276583,-95.91898427,LEVEL II
4786,"SELECT SPECIALTY HOSPITAL - TULSA - MIDTOWN, LLC","744 WEST 9TH STREET, 5 EAST A AND 5B",TULSA,OK,74127,(918) 579-7301,GENERAL ACUTE CARE,OPEN,35.2323599000001,-97.46015234,NOT AVAILABLE
4787,"SELECT SPECIALTY HOSPITAL - OKLAHOMA CITY, INC",3524 NORTHWEST 56TH STREET,OKLAHOMA CITY,OK,73112,(405) 606-6901,GENERAL ACUTE CARE,OPEN,35.5277568500001,-97.58061429,NOT AVAILABLE
4788,SEQUOYAH COUNTY - CITY OF SALLISAW HOSPITAL AUTHORITY,213 EAST REDWOOD,SALLISAW,OK,74955,(918) 774-1100,GENERAL ACUTE CARE,OPEN,35.4639061,-94.78830959,LEVEL IV
4789,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,(580) 531-4701,GENERAL ACUTE CARE,OPEN,34.5926352500001,-98.46274019,LEVEL IV
4790,SSM HEALTH ST. ANTHONY HOSPITAL - MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,(405) 610-8790,GENERAL ACUTE CARE,OPEN,35.467315312,-97.3935663669999,NOT AVAILABLE
4791,SSM HEALTH ST. ANTHONY HOSPITAL - SHAWNEE,1102 WEST MACARTHUR,SHAWNEE,OK,74804,(405) 878-8110,GENERAL ACUTE CARE,OPEN,35.3629902100001,-96.9375457899999,LEVEL IV
